age,sex,exp,medians,junction,surface,light,weather,collision,car_movement,acc_cause,severity
31-50,Male,2-5yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Changing lane to the left,1
Unknown,Male,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,2
Unknown,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,1
18-30,Male,Above 10yr,One way,Y Shape,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Driving carelessly,1
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,No distancing,1
Unknown,Male,5-10yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Going straight,Driving carelessly,2
18-30,Male,Above 10yr,Two-way (divided with broken lines road marking),Other,Other,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving to the left,2
31-50,Male,Unknown,Two-way (divided with broken lines road marking),Other,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Overtaking,2
Over 51,Male,5-10yr,Two-way (divided with broken lines road marking),Other,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Male,5-10yr,Undivided Two way,Other,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,2
31-50,Male,Below 1yr,Double carriageway (median),Other,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,2
Unknown,Male,Unknown,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Getting off,No priority to vehicle,2
18-30,Male,5-10yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Going straight,No priority to vehicle,2
31-50,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Earth roads,Darkness - lights lit,Normal,Collision with roadside-parked vehicles,Going straight,No distancing,2
Unknown,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Turnover,Moving Backward,2
Under 18,Male,Above 10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Moving Backward,No distancing,2
Under 18,Male,Above 10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,Changing lane to the left,2
Under 18,Male,Above 10yr,Double carriageway (median),Crossing,Asphalt roads,Daylight,Normal,Collision with animals,Moving Backward,Changing lane to the left,2
Unknown,Male,Above 10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,No priority to pedestrian,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with animals,Unknown,Moving Backward,2
Unknown,Female,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,Going straight,Changing lane to the left,2
Over 51,Male,Below 1yr,One way,Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,Unknown,No distancing,2
18-30,Male,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,Going straight,No priority to vehicle,2
18-30,Male,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Unknown,Changing lane to the right,2
18-30,Male,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,No distancing,2
Over 51,Male,Below 1yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,No distancing,2
Under 18,Male,Unknown,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Other,Going straight,Getting off the vehicle improperly,2
18-30,Male,5-10yr,other,Y Shape,Asphalt roads,Daylight,Normal,Rollover,Going straight,No priority to pedestrian,2
18-30,Male,Below 1yr,other,Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,Changing lane to the left,2
18-30,Male,Below 1yr,Two-way (divided with broken lines road marking),Other,Earth roads,Daylight,Normal,Rollover,Other,No distancing,2
31-50,Male,1-2yr,other,Other,Asphalt roads,Daylight,Normal,Collision with animals,Other,Driving carelessly,2
31-50,Male,Above 10yr,Two-way (divided with broken lines road marking),Other,Unknown,Daylight,Normal,Collision with animals,Going straight,No distancing,2
18-30,Male,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Over 51,Male,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Fall from vehicles,Getting off,Overtaking,2
Unknown,Male,2-5yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Going straight,Driving carelessly,2
Unknown,Male,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside-parked vehicles,Going straight,Moving Backward,2
Unknown,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Rollover,Going straight,No distancing,2
Unknown,Female,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,Overtaking,2
31-50,Male,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Collision with animals,Going straight,Driving carelessly,2
31-50,Male,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Raining,Fall from vehicles,Getting off,Driving carelessly,2
31-50,Male,5-10yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Daylight,Raining,Collision with roadside-parked vehicles,Going straight,Moving Backward,2
31-50,Male,Below 1yr,Unknown,No junction,Gravel roads,Daylight,Other,Collision with animals,Going straight,Driving carelessly,2
31-50,Male,Below 1yr,other,No junction,Asphalt roads,Daylight,Other,Collision with animals,Other,Driving to the left,2
31-50,Male,Unknown,other,No junction,Asphalt roads,Daylight,Other,Collision with pedestrians,Going straight,Changing lane to the left,2
18-30,Male,Below 1yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
18-30,Male,1-2yr,other,T Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
18-30,Male,2-5yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Changing lane to the right,1
18-30,Male,1-2yr,One way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving under the influence of drugs,1
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Reversing,Changing lane to the right,1
Unknown,Male,Below 1yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,Changing lane to the left,1
Unknown,Male,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,1
18-30,Male,5-10yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Other,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Male,Below 1yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Other,Rollover,Going straight,Changing lane to the right,2
18-30,Male,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
Unknown,Male,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
31-50,Male,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving to the left,2
Over 51,Male,Above 10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Collision with pedestrians,Going straight,Driving to the left,2
Unknown,Female,5-10yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,1
18-30,Male,1-2yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Moving Backward,2
18-30,Male,5-10yr,Undivided Two way,No junction,Other,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Overtaking,2
18-30,Male,2-5yr,One way,No junction,Asphalt roads,Darkness - lights lit,Normal,Rollover,Moving Backward,Driving carelessly,2
18-30,Male,Below 1yr,Undivided Two way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Turnover,Changing lane to the left,2
31-50,Male,Below 1yr,other,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,Driving under the influence of drugs,2
Unknown,Female,5-10yr,other,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,No distancing,2
Unknown,Female,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Moving Backward,2
Unknown,Female,1-2yr,One way,No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,2
31-50,Male,Unknown,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other,Changing lane to the right,2
Over 51,Male,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,No distancing,2
Under 18,Male,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Driving at high speed,2
Unknown,Male,Unknown,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Other,Collision with roadside objects,Reversing,Changing lane to the right,2
Unknown,Male,Above 10yr,Two-way (divided with broken lines road marking),Crossing,Earth roads,Daylight,Normal,Collision with roadside objects,Other,No priority to vehicle,1
31-50,Male,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Turnover,No distancing,1
18-30,Male,5-10yr,Undivided Two way,No junction,Unknown,Daylight,Normal,Vehicle with vehicle collision,Going straight,Turnover,2
18-30,Male,Below 1yr,Two-way (divided with broken lines road marking),No junction,Unknown,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
Under 18,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Under 18,Male,Above 10yr,Two-way (divided with broken lines road marking),No junction,Earth roads,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,No distancing,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the left,1
Under 18,Male,1-2yr,Double carriageway (median),Crossing,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driving carelessly,1
18-30,Male,Unknown,Undivided Two way,No junction,Earth roads,Daylight,Raining,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
Over 51,Male,1-2yr,Double carriageway (median),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,2
18-30,Male,1-2yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No distancing,2
Under 18,Male,1-2yr,Undivided Two way,Other,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,No priority to pedestrian,2
Unknown,Male,5-10yr,Two-way (divided with broken lines road marking),Other,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,No priority to pedestrian,2
Under 18,Male,5-10yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,No priority to vehicle,2
18-30,Male,5-10yr,other,No junction,Asphalt roads,Daylight,Normal,Collision with pedestrians,Moving Backward,Changing lane to the left,2
31-50,Male,Below 1yr,One way,No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Going straight,Changing lane to the left,2
Unknown,Male,Above 10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Daylight,Normal,Collision with roadside objects,Moving Backward,No distancing,2
18-30,Male,5-10yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,No priority to vehicle,1
Over 51,Male,Below 1yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Daylight,Normal,Rollover,Going straight,No distancing,1
Unknown,Female,Above 10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Reversing,No distancing,1
18-30,Male,5-10yr,Undivided Two way,Y Shape,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Going straight,Changing lane to the right,2
31-50,Male,Above 10yr,Undivided Two way,No junction,Asphalt roads with some distress,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other,Changing lane to the left,2
31-50,Male,5-10yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other,No distancing,2
Unknown,Female,1-2yr,Undivided Two way,No junction,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other,Overturning,2
